web_scraper_order,web_scraper_start_url,type_habits,prix,adresse,image_lien
"1771242786-133","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Pantalon - enfant","8 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_1061864_uploaded_image1_1571051920.44.png"
"1771242786-134","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robe enfant","8 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_1061840_uploaded_image1_1571051674.17.png"
"1771242786-135","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","T-shirt - enfant","5 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_1061821_uploaded_image1_1571051508.82.png"
"1771242786-136","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Ensemble enfant","10 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_1061814_uploaded_image1_1571051426.62.png"
"1771242786-137","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Ensemble enfant","10 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_1061809_uploaded_image1_1571051353.3.png"
"1771242786-138","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Tenue enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1051730_uploaded_image1_1570794430.93.png"
"1771242786-139","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Tenue enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1051726_uploaded_image1_1570794373.22.png"
"1771242786-140","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfant","2 500CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_1051629_uploaded_image1_1570793218.21.png"
"1771242786-141","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfants","3 500CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_1051591_uploaded_image1_1570792887.05.png"
"1771242786-142","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfant","3 500CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_1051586_uploaded_image1_1570792855.28.png"
"1771242786-143","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Habillement","Prix sur demande","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1043364_uploaded_image1_1570628115.92.png"
"1771242786-144","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Habillement","Prix sur demande","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1043343_uploaded_image1_1570627951.98.png"
"1771242786-145","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Jupe fille","Prix sur demande","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1043341_uploaded_image1_1570627933.41.png"
"1771242786-146","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Jupe","Prix sur demande","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1043337_uploaded_image1_1570627886.54.png"
"1771242786-147","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfant","Prix sur demande","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1043333_uploaded_image1_1570627859.96.png"
"1771242786-148","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Jupe","3 000CFA","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1043331_uploaded_image1_1570627825.79.png"
"1771242786-149","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Habillement","3 000CFA","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1043326_uploaded_image1_1570627731.54.png"
"1771242786-150","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Chemise","12 000CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1035457_uploaded_image1_1570472984.2.png"
"1771242786-151","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Chaussures filles et garçons","25 000CFA","Sénégal","https://images.coinafrique.com/thumb_1029318_uploaded_image1_1570324274.63.png"
"1771242786-152","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Lange bébé 5 pièces","8 500CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1027288_uploaded_image1_1570272791.38.png"
"1771242786-153","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robes","1 250CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_1021961_uploaded_image1_1570172652.67.png"
"1771242786-154","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Pull-over mauve","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1020573_uploaded_image1_1570128555.58.png"
"1771242786-155","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Jeans enfants - 3 à 16 ans","Prix sur demande","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1016980_uploaded_image1_1570069353.16.png"
"1771242786-156","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Chemises pour enfants","Prix sur demande","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1016979_uploaded_image1_1570069298.65.png"
"1771242786-157","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements Enfants","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1016977_uploaded_image1_1570069123.14.png"
"1771242786-158","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Ensemble bébé","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1005538_uploaded_image1_1569844704.33.png"
"1771242786-159","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Ensemble bébé","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1005527_uploaded_image1_1569844605.98.png"
"1771242786-160","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Ensemble petits et grands","15 000CFA","M'bour, Sénégal","https://images.coinafrique.com/thumb_988554_uploaded_image1_1569436029.51.png"
"1771242786-161","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Blouson enfants","Prix sur demande","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_976941_uploaded_image1_1569232766.05.png"
"1771242786-162","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Blouson enfant","Prix sur demande","Sénégal","https://images.coinafrique.com/thumb_976936_uploaded_image1_1569232707.95.png"
"1771242786-163","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robe bébé - 1 an","25 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_971896_uploaded_image1_1569081271.03.png"
"1771242786-164","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robe classe","5 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_961269_uploaded_image1_1568848014.85.png"
"1771242786-165","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Robe pour enfant","7 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_961263_uploaded_image2_1568847805.97.png"
"1771242786-166","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Blousons enfants","Prix sur demande","Médina, Dakar, Sénégal","https://images.coinafrique.com/thumb_930549_uploaded_image1_1568156487.01.png"
"1771242786-167","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Pull pour maman et bébé","Prix sur demande","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_929824_uploaded_image1_1568140168.74.png"
"1771242786-168","https://sn.coinafrique.com/categorie/vetements-enfants?page=20","Vêtements enfants","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_929222_uploaded_image1_1568130259.69.png"
"1771242794-169","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Ensemble enfant","6 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1514342_uploaded_image1_1579605416.29.png"
"1771242794-170","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Robes fillettes","12 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1514274_uploaded_image1_1579604622.01.png"
"1771242794-171","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Vêtements pour bébé","400CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1491193_uploaded_image1_1579191536.91.png"
"1771242794-172","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Ensemble Fille","Prix sur demande","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1468508_uploaded_image1_1578838451.05.png"
"1771242794-173","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Vêtements Garçon","Prix sur demande","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1468501_uploaded_image1_1578838337.72.png"
"1771242794-174","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Ensemble  enfants garçons","Prix sur demande","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1468493_uploaded_image1_1578838195.79.png"
"1771242794-175","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Ensembles pour enfant","Prix sur demande","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1468335_uploaded_image1_1578834783.45.png"
"1771242794-176","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Ensemble enfants","Prix sur demande","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1468327_uploaded_image1_1578834615.19.png"
"1771242794-177","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Jackets enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1456400_uploaded_image1_1578631459.49.png"
"1771242794-178","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Vêtements enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1442052_uploaded_image1_1578411849.73.png"
"1771242794-179","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Habit enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1441221_uploaded_image1_1578403732.35.png"
"1771242794-180","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Vêtements Enfants","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1441047_uploaded_image1_1578403581.32.png"
"1771242794-181","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Blousons garçon - fille","15 000CFA","M'bour, Sénégal","https://images.coinafrique.com/thumb_1410978_uploaded_image1_1577742016.76.png"
"1771242794-182","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Friperie","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_1398928_uploaded_image1_1577494239.75.png"
"1771242794-183","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Friperie de luxe","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1398921_uploaded_image1_1577493358.67.png"
"1771242794-184","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Vêtement pour enfant","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1397293_uploaded_image1_1577462937.85.png"
"1771242794-185","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Chemises enfant","Prix sur demande","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_1393714_uploaded_image1_1577386562.31.png"
"1771242794-186","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Blouson Enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1393205_uploaded_image1_1577378467.25.png"
"1771242794-187","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Jogging enfant","Prix sur demande","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1382782_uploaded_image1_1577146067.93.png"
"1771242794-188","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Blousons enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1379507_uploaded_image1_1577093815.08.png"
"1771242794-189","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Habits pour enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1379428_uploaded_image1_1577092701.74.png"
"1771242794-190","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Vêtements enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1377864_uploaded_image1_1577052449.14.png"
"1771242794-191","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Vêtements enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1377828_uploaded_image1_1577051010.82.png"
"1771242794-192","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Vêtements enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1377818_uploaded_image1_1577050858.2.png"
"1771242794-193","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Grenouillère","6 500CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1373984_uploaded_image1_1576959397.12.png"
"1771242794-194","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Robe fillette","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1373672_uploaded_image1_1576952145.0.png"
"1771242794-195","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Robe fillette","13 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1373581_uploaded_image1_1576950179.13.png"
"1771242794-196","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Robe fillette","13 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1373563_uploaded_image1_1576949693.42.png"
"1771242794-197","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Pull enfant en cuir","12 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_1370069_uploaded_image1_1576879259.44.png"
"1771242794-198","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Boxer slip fille","4 000CFA","Sénégal","https://images.coinafrique.com/thumb_1344415_uploaded_image1_1576424608.36.png"
"1771242794-199","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Couches bébé et lingettes","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1335113_uploaded_image1_1576237834.49.png"
"1771242794-200","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Vêtements","Prix sur demande","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_1332961_uploaded_image1_1576193148.2.png"
"1771242794-201","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Robe - enfant","Prix sur demande","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_1330054_uploaded_image1_1576151241.57.png"
"1771242794-202","https://sn.coinafrique.com/categorie/vetements-enfants?page=19","Robes","9 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_1330043_uploaded_image1_1576151148.98.png"
