web_scraper_order,web_scraper_start_url,type_habit,prix,adresse,lien_image
"1771239456-130","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Polo Lacoste","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2214803_uploaded_image1_1591105233.jpg"
"1771239456-131","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Pantalon kaki","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2214246_uploaded_image1_1591100306.jpg"
"1771239456-132","https://sn.coinafrique.com/categorie/vetements-homme?page=118","T-shirt Lacoste","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2213992_uploaded_image1_1591098283.jpg"
"1771239456-133","https://sn.coinafrique.com/categorie/vetements-homme?page=118","T-shirt Lacoste","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2213389_uploaded_image1_1591092826.jpg"
"1771239456-134","https://sn.coinafrique.com/categorie/vetements-homme?page=118","T-shirt Lacoste","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2213375_uploaded_image1_1591092737.jpg"
"1771239456-135","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Polo Lacoste","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2213367_uploaded_image1_1591092634.jpg"
"1771239456-136","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Polo Lacoste","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2213361_uploaded_image1_1591092598.jpg"
"1771239456-137","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble homme","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2212030_uploaded_image1_1591069300.jpg"
"1771239456-138","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2212026_uploaded_image1_1591069216.jpg"
"1771239456-139","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble vêtements homme","12 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2211624_uploaded_image1_1591054042.jpg"
"1771239456-140","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble homme","12 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2211620_uploaded_image1_1591053981.jpg"
"1771239456-141","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble vêtements homme","12 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2211619_uploaded_image1_1591053945.jpg"
"1771239456-142","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble homme","12 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2211618_uploaded_image1_1591053912.jpg"
"1771239456-143","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Débardeur homme","6 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2211265_uploaded_image1_1591048417.jpg"
"1771239456-144","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Débardeur basket","6 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2211259_uploaded_image1_1591048364.jpg"
"1771239456-145","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Vêtements  homme","6 000CFA","Geule Tapée, Dakar, Sénégal","https://images.coinafrique.com/thumb_2210699_uploaded_image1_1591039759.jpg"
"1771239456-146","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Vêtements  homme","6 000CFA","Geule Tapée, Dakar, Sénégal","https://images.coinafrique.com/thumb_2210689_uploaded_image1_1591039658.jpg"
"1771239456-147","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Pack 4 polos","9 900CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2210336_uploaded_image1_1591035913.jpg"
"1771239456-148","https://sn.coinafrique.com/categorie/vetements-homme?page=118","T-shirt","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_2209857_uploaded_image1_1591029610.jpg"
"1771239456-149","https://sn.coinafrique.com/categorie/vetements-homme?page=118","T-shirt","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_2209853_uploaded_image1_1591029568.jpg"
"1771239456-150","https://sn.coinafrique.com/categorie/vetements-homme?page=118","T-shirt","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_2209840_uploaded_image1_1591029475.jpg"
"1771239456-151","https://sn.coinafrique.com/categorie/vetements-homme?page=118","T-shirt","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_2209798_uploaded_image1_1591029079.jpg"
"1771239456-152","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Pantalons coton","6 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2209222_uploaded_image1_1591022525.jpg"
"1771239456-153","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Tee-shirt","9 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2208797_uploaded_image1_1591017550.jpg"
"1771239456-154","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble homme","13 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2208788_uploaded_image1_1591017474.jpg"
"1771239456-155","https://sn.coinafrique.com/categorie/vetements-homme?page=118","T-Shirt","26 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2206460_uploaded_image1_1590974023.jpg"
"1771239456-156","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Pantalons","6 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2206049_uploaded_image1_1590966321.jpg"
"1771239456-157","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Pantalons","6 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2206045_uploaded_image1_1590966256.jpg"
"1771239456-158","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Pantalons","6 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2206043_uploaded_image1_1590966213.jpg"
"1771239456-159","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble","12 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2206039_uploaded_image1_1590966154.jpg"
"1771239456-160","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble","12 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2206034_uploaded_image1_1590966083.jpg"
"1771239456-161","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble vêtements homme","12 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2206033_uploaded_image1_1590966033.jpg"
"1771239456-162","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble","12 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2206025_uploaded_image1_1590965977.jpg"
"1771239456-163","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble vêtements homme","12 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2206005_uploaded_image1_1590965735.jpg"
"1771239456-164","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble vêtements homme","12 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2206001_uploaded_image1_1590965700.jpg"
"1771239456-165","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble vêtements homme","12 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2205998_uploaded_image1_1590965666.jpg"
"1771239456-166","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble vêtements homme","12 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2205992_uploaded_image1_1590965631.jpg"
"1771239456-167","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble vêtements homme","12 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2205988_uploaded_image1_1590965597.jpg"
"1771239456-168","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble","12 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2205985_uploaded_image1_1590965562.jpg"
"1771239463-169","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble t-shirt + pantalon","12 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2230108_uploaded_image1_1591312023.jpg"
"1771239463-170","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble homme","12 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2230105_uploaded_image1_1591311996.jpg"
"1771239463-171","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble homme","12 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2230103_uploaded_image1_1591311968.jpg"
"1771239463-172","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensembles Pantalons","15 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_2229924_uploaded_image1_1591309560.jpg"
"1771239463-173","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble short","12 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_2229915_uploaded_image1_1591309501.jpg"
"1771239463-174","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensembles Shorts","15 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_2229910_uploaded_image1_1591309408.jpg"
"1771239463-175","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble pantalons","10 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_2229906_uploaded_image1_1591309328.jpg"
"1771239463-176","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble vêtements homme 100% coton","14 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2229540_uploaded_image1_1591303472.jpg"
"1771239463-177","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Tee-shirt coton","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2229533_uploaded_image1_1591303371.jpg"
"1771239463-178","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Ensemble homme","12 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2229436_uploaded_image1_1591302347.jpg"
"1771239463-179","https://sn.coinafrique.com/categorie/vetements-homme?page=117","T-shirts","5 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2229129_uploaded_image1_1591297211.jpg"
"1771239463-180","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Chemise homme","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2228664_uploaded_image1_1591292061.jpg"
"1771239463-181","https://sn.coinafrique.com/categorie/vetements-homme?page=117","T-shirt","6 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2228570_uploaded_image1_1591291225.jpg"
"1771239463-182","https://sn.coinafrique.com/categorie/vetements-homme?page=117","T-shirt été","6 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2228556_uploaded_image1_1591291141.jpg"
"1771239463-183","https://sn.coinafrique.com/categorie/vetements-homme?page=117","T-shirt été","6 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2228540_uploaded_image1_1591291058.jpg"
"1771239463-184","https://sn.coinafrique.com/categorie/vetements-homme?page=117","T-shirts homme","6 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2228531_uploaded_image1_1591290992.jpg"
"1771239463-185","https://sn.coinafrique.com/categorie/vetements-homme?page=117","T-shirts homme","6 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2228522_uploaded_image1_1591290903.jpg"
"1771239463-186","https://sn.coinafrique.com/categorie/vetements-homme?page=117","T-shirt été","6 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2228511_uploaded_image1_1591290833.jpg"
"1771239463-187","https://sn.coinafrique.com/categorie/vetements-homme?page=117","T-shirt été","6 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2228498_uploaded_image1_1591290713.jpg"
"1771239463-188","https://sn.coinafrique.com/categorie/vetements-homme?page=117","T-shirt été","6 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2228496_uploaded_image1_1591290697.jpg"
"1771239463-189","https://sn.coinafrique.com/categorie/vetements-homme?page=117","T-shirt été","6 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2228484_uploaded_image1_1591290626.jpg"
"1771239463-190","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Pantalon homme","10 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2228461_uploaded_image1_1591290438.jpg"
"1771239463-191","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Pantalons chics","10 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2228452_uploaded_image1_1591290370.jpg"
"1771239463-192","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Pantalon homme","10 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2228442_uploaded_image1_1591290310.jpg"
"1771239463-193","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Pantalon homme","10 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2228430_uploaded_image1_1591290227.jpg"
"1771239463-194","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Pantalon homme","10 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2228415_uploaded_image1_1591290150.jpg"
"1771239463-195","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Pantalon homme","10 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2228406_uploaded_image1_1591290090.jpg"
"1771239463-196","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Pantalon homme","10 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2228401_uploaded_image1_1591290023.jpg"
"1771239463-197","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Pantalon homme","10 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2228395_uploaded_image1_1591289965.jpg"
"1771239463-198","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Pantalon chic","10 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2228386_uploaded_image1_1591289904.jpg"
"1771239463-199","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Pantalon homme","10 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2228377_uploaded_image1_1591289837.jpg"
"1771239463-200","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Chemise homme","20 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2228360_uploaded_image1_1591289641.jpg"
"1771239463-201","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Chemise Giant","20 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2228354_uploaded_image1_1591289568.jpg"
"1771239463-202","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Chemise Giant","20 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2228345_uploaded_image1_1591289506.jpg"
"1771239463-203","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Chemise homme","20 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2228339_uploaded_image1_1591289448.jpg"
"1771239463-204","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Chemise classe Giant","20 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2228332_uploaded_image1_1591289381.jpg"
"1771239463-205","https://sn.coinafrique.com/categorie/vetements-homme?page=117","Chemise homme","20 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2228323_uploaded_image1_1591289315.jpg"
